Nazwisko,Liczba wystąpień
MANIORA,28
MANIOWSZCZAK,28
MARKEVICH,28
MARKIV,28
MARKOVSKA,28
MARKOWC,28
MARNY,28
MARSZAŁŁ,28
MARTWICKA,28
MARTYSIEWICZ,28
MARUŃSKA,28
MARWITZ,28
MARYNIEC,28
MASZYNKIEWICZ,28
MATEA,28
MATUSZKA,28
MATUZIK,28
MAX,28
MAZAK,28
MAZGAL,28
MĄKINA,28
MEDECKA,28
MELINGER,28
MELNYCZEK,28
METELAŃSKA,28
MEŻYKOWSKA,28
MĘDLAK,28
MĘDRELA,28
MIAKOTA,28
MIARNOWSKA,28
MIDERSKA,28
MIELEŃ,28
MIEMCZOK,28
MIEROWSKA,28
MIESZKAŁA,28
MIGNIEWICZ,28
MIKNO,28
MIKSZUTA,28
MIKUSIK,28
MILTO,28
MINCBERGER,28
MIR,28
MIRTA,28
MISACZEK,28
MISIOWSKA,28
MITELSKA,28
MITROSZEWSKA,28
MITRUSIAK,28
MITURZYŃSKA,28
MLYNEK,28
MOCZORODYŃSKA,28
MODŁASIAK,28
MODRZECKA,28
MOKRZKA,28
MORAWIAN,28
MORDYŃSKA,28
MORGOWNIK,28
MORY,28
MOSZKA,28
MOSZOWSKA,28
MROŹNIK,28
MURATOW,28
MURZEC,28
MUSIAL,28
MUSIATEWICZ,28
MUŻYŁOWSKA,28
MYŚLINSKA,28
NACHMANN,28
NACHORNA,28
NADLER,28
NALBERCZYŃSKA,28
NALIWAJSKA,28
NAMIEŚNIK,28
NANTKA,28
NATALLI,28
NAU,28
NENEMAN,28
NĘDZA-CHOTARSKA,28
NICZMAN,28
NIECHCIOŁ,28
NIEDUŻA,28
NIEMCÓW,28
NIEMCZYKOWSKA,28
NIESKURSKA,28
NIESZCZERZEWICZ,28
NIEŚMIAŁA,28
NIEWEŚ,28
NIEWIENDA,28
NIEWRZĘDA,28
NIEŻYCHOWSKA,28
NIKODEMOWICZ,28
NIKOLOVA,28
NIKONOROW,28
NOLAN,28
NORWIŃSKA,28
NOZDRZYKOWSKA,28
NYCZKO,28
OBERMAJER,28
OBERSZTALSKA,28
OBLONK,28
O'DONNELL,28
OKŁOCKA,28
OKOPNIUK,28
OKRĄGŁY,28
OKUPNY,28
OLAJOSSY,28
OLAWIŃSKA,28
OLMIŃSKA,28
OLUBIŃSKA,28
OŁUBOWICZ,28
OMELCHUK,28
ONDYCZY,28
ONGIRSKA,28
ONUFRAK,28
ONUFRYK,28
OPIEKUN,28
OPOCZKA,28
OPRYŃSKA,28
ORENDOWICZ,28
ORLEF,28
ORZADA,28
OSETKOWSKA,28
OSTASZYK,28
OSYPANKA,28
OŚRÓDEK,28
OTTEN,28
OTTOWICZ,28
OWCZARUK,28
OZYP,28
OŻANA,28
PAC-POMARNACKA,28
PADJAS,28
PADYSZ,28
PAIZERT,28
PAKHOMOVA,28
PALEJEWSKA,28
PAŁANIUK,28
PAŁOS,28
PAPURZYŃSKA,28
PARACIEJ,28
PARISI,28
PARZĄTKA-LIPIŃSKA,28
PASCH,28
PASDZIOR,28
PASHCHENKO,28
PASZNIK,28
PAWLUCZEK,28
PAZYNIAK,28
PAŹDZIURKIEWICZ,28
PEARSON,28
PENSZYŃSKA,28
PERDJAN,28
PETELEWICZ,28
PETRAS,28
PĘDA,28
PIĄTKO,28
PIDŁO,28
PIEGUTKOWSKA,28
PIEKARUK,28
PIEKUTIN,28
PIELIN,28
PIERZCHNIAK,28
PIESCH,28
PIEŚCIUK,28
PIETR,28
PIĘCH,28
PIĘTARA,28
PIĘTNIEWICZ,28
PIGOŃSKA,28
PILIPISZYN,28
PILUTKIEWICZ,28
PIŁACIŃSKA,28
PINDÓR,28
PINTA,28
PIONKO,28
PIORUNOWICZ,28
PIRUCKA,28
PISZKE,28
PIŚKORSKA,28
PIZULSKA,28
PLECAN,28
PLISZKOWSKA,28
PLOTTNIK,28
PŁAZIUK,28
PŁUG,28
POCIK,28
PODBROŻNA,28
PODCZASIK,28
PODGAJSKA,28
POGRZEBNA,28
POKACKA,28
POKRAŚNIEWICZ,28
POKRYWKO,28
POKUĆ,28
POLANOWICZ,28
POLMAN,28
POŁACZEWSKA,28
POŁONOWICZ,28
POMAGIEL,28
PONARAD,28
POOCH,28
POSIEJ,28
POTZ,28
POŻAROSZCZYK,28
PRASALSKA,28
PRAUZA,28
PROBACHTA,28
PROBORSZCZ,28
PROBULSKA,28
PROCUKIEWICZ,28
PROKUDA,28
PROKULSKA,28
PROSZCZEK,28
PRYBACKA,28
PRZEBIEROWSKA,28
PRZEKOPOWSKA,28
PRZEWOZIKOWSKA,28
PRZYBOLEWSKA,28
PRZYSOCKA,28
PSHENYCHNA,28
PSZENICZNY,28
PUDŁA,28
PUKŁACKA,28
PULDA,28
PUZYR,28
PYCHEWICZ,28
PYLYPIV,28
PYZAŁKA,28
RABSCH,28
RACHUNEK,28
RAJMUS,28
RAJPERT,28
RAJWER,28
RAMACH,28
RAMADAN,28
RAMULT,28
RAPIER,28
RAREK,28
RATAJEWICZ,28
RATOWT,28
RAUPUK,28
RĄBEK,28
REBEŚ,28
RECLAFF,28
REDAK,28
REJMONTOWICZ,28
REŁEK,28
REMBIECHA,28
RESCH,28
RESKE,28
RHODE,28
RIDEL,28
RIZZO,28
ROGALL,28
ROGATKO,28
ROJSZYK,28
ROMANCEWICZ,28
ROMBLEWSKA,28
ROMEJ,28
RONIEK,28
ROZALEWSKA,28
ROZKOSZEK,28
ROZMIANIEC,28
ROŻANKOWSKA,28
RÓŻNIAKOWSKA,28
RÖDER,28
RUBINSTEIN,28
RUDŁOWSKA,28
RUFF,28
RUMIEJ,28
RURYS,28
RUSSA,28
RUZICKA,28
RYBIEWSKA,28
RYGUCKA,28
RYKIERT,28
RYMDZIONEK,28
RYSZTOWSKA,28
RZACZEK,28
RZEKIEĆ,28
RZEŻNICZAK,28
RZYSZKOWICZ,28
SABLEWSKA,28
SADOWIEC,28
SAHAJ,28
SALABER,28
SALEM,28
SALIS,28
SALWIRAK,28
SAMOCHWAŁ,28
SANEWSKA,28
SASIMOWICZ,28
SAUCZEK,28
SĄKOL,28
SCHAFFORS,28
SCHAPER,28
SCHIRMER,28
SCHÖNFELD,28
SCHUDY,28
SCHUFREIDA,28
SCHUHMACHER,28
SCHULT,28
SCHWERMER,28
SCHYNOL,28
SEBASTJAŃSKA,28
SEEHAFER,28
SEIDL,28
SEIDLITZ,28
SELEROWSKA,28
SEMERADT,28
SEMKOWSKA,28
SENACZEK,28
SENDZIKOWSKA,28
SERDEŃ,28
SERWUSZOK,28
SEWIOŁEK,28
SHARON,28
SIAWRYS,28
SIECZYCH,28
SIEJCA,28
SIEJO,28
SIEMAKOWICZ,28
SIEMIONTKOWSKA,28
SIERLEJA,28
SIESZPUTOWSKA,28
SIĘKOWSKA,28
SKACZEWSKA,28
SKAMEL,28
SKARK,28
SKARUPIŃSKA,28
SKARWINKIEWICZ,28
SKAWIAŃCZYK,28
SKIBINSKA,28
SKIBROWSKA,28
SKIRKO,28
SKIRUCHA,28
SKOBEJKO,28
SKOKALSKA,28
SKOLKOWSKA,28
SKOLUD,28
SKOTNI,28
SKRENT,28
SKRUPSKA,28
SKRYBANT,28
SKRYBUŚ,28
SKRZYNIOWSKA,28
SKRZYPALIK,28
SKUPNIEWSKA,28
SKUROSZ,28
SLUSARZ,28
SLYVKA,28
SŁONCZEWSKA,28
SŁUGIEWICZ,28
SMELCZYSZ,28
SMERDKA,28
SMIGIEL,28
SMOLA,28
SMONIEWSKA,28
SMOSZYŃSKA,28
SMYKALLA,28
SMYKAŁ,28
SMYRA,28
SOBECKO,28
SOBIEJEWSKA,28
SOBIENIOWSKA,28
SOBÓTKOWSKA,28
SOIN,28
SOLANOWSKA,28
SOŁDACKA,28
SOŁODOWCZUK,28
SON,28
SPACHACZ,28
SPIGARSKA,28
SPODEK,28
SPODENKIEWICZ,28
SPRZĄCZKOWSKA,28
SPUST,28
SROMICKA,28
STACHUREK,28
STAFIJ,28
STANUCHOWSKA,28
STARAŃCZAK,28
STARODUB,28
STASZECZKA,28
STECHLIŃSKA,28
STEFANOW,28
STEFFER,28
STEFIUK,28
STENWAK,28
STEPHENSON,28
STEPIEN,28
STERCZYK,28
STETS,28
STIEBLER,28
STOLAROWICZ,28
STOLICA,28
STOLOT,28
STOŁPIEC,28
STRACK,28
STRASZOK,28
STROGULSKA,28
STRONIEWSKA,28
STRÓŻYCZAK,28
STRYSZKO,28
STRZELEWSKA,28
STRZEMPCZYK,28
STUCHAŁA,28
STÜRMER,28
STYRNAL,28
STYŚKO,28
SUBBOTKO,28
SUCHORZYŃSKA,28
SUDOŁOWICZ,28
SULENCKA,28
SULERZYCKA,28
SURUDA,28
SUSZLIK,28
SUTOROWSKA,28
SYCHOCKA,28
SYCZYŁO,28
SYNOCZEK,28
SYPTA,28
SZABLANOWSKA,28
SZAJBLER,28
SZANDA,28
SZAPROWSKA,28
SZARFENBERG,28
SZCZERBAKOW,28
SZCZYPUŁKOWSKA,28
SZEBLA,28
SZEIB,28
SZEJBA,28
SZELIŃSKA,28
SZENDRYK,28
SZEPIELEWICZ,28
SZKAFARAK,28
SZKIREL,28
SZKODOŃ,28
SZKUTOWICZ,28
SZLACHTYCZ,28
SZMAJCHEL,28
SZNEJKOWSKA,28
SZNELER,28
SZOFIŃSKA,28
SZOŁOCH,28
SZOTYŃSKA,28
SZPEJCHER,28
SZPENER,28
SZPETMAN,28
SZPICZAK,28
SZPOTKOWSKA,28
SZREJBER,28
SZTAFEL,28
SZTĄBERSKA,28
SZTEJNO,28
SZTENGERT,28
SZUMBERA,28
SZUMIEJKO,28
SZUPPE,28
SZUSTEROWSKA,28
SZUŚCIEL,28
SZYDZINA,28
SZYJDUK,28
SZYMANI,28
SZYMEL,28
SZYMÓJKO,28
ŚCIĄGAJ,28
ŚCIĘŻOR,28
ŚCIGANY,28
ŚLAZIK,28
ŚLIGOWSKA,28
ŚLUSARCZUK,28
ŚLUZAR,28
ŚMIEJEWSKA,28
ŚMIESZ,28
ŚMIGOCKA,28
ŚREDZKA,28
ŚRUBAS,28
ŚWIERAT,28
ŚWIĘTONOWSKA,28
ŚWISZCZEWSKA,28
ŚWITUŁA,28
TAISTRA,28
TALEWICZ,28
TALMON,28
TAŃCZAK,28
TARAMINA,28
TARNAVSKA,28
TATYGA,28
TAZUSZEL,28
TEBICH,28
TEDERSKA,28
TELLOS,28
TERESHCHUK,28
TESZKE,28
TEZ,28
THAL,28
THAN,28
TKOCZYK,28
TOBOLAK,28
TOBOLSZEWSKA,28
TOLWAJ,28
TOŁSTOŁUCKA,28
TOROŃSKA,28
TREŚKA,28
TREUMANN,28
TRĘTKO,28
TROJANKOWSKA,28
TROSZKIEWICZ,28
TRZASK,28
TRZECINSKA,28
TRZIONKA,28
TSYBULSKA,28
TUGA,28
TUMALA,28
TUNDYS,28
TURNAU,28
TUROLSKA,28
TUROSIŃSKA,28
TURYŁA,28
TUSKA,28
TWARUSZKA,28
TWARZYŃSKA,28
TYBUR,28
TYLKA-SULEJA,28
TYLLA,28
ULHURSKA,28
UNUCZEK,28
URWALSKA,28
USELIS,28
USIEŃ,28
UTRAT,28
VASYLIV,28
VOẞ,28
VOGELSINGER,28
VOLKMER,28
VORONOVA,28
VOZNA,28
WACHEŁKO,28
WAGENKNECHT,28
WAJK,28
WALDMAJER,28
WALETKO,28
WALLACE,28
WALNICKA,28
WAŁASIEWICZ,28
WAŁUKANIS,28
WANCERSKA,28
WANZKE,28
WARCOK,28
WARGOŚ,28
WARSZCZYŃSKA,28
WARUSZYŃSKA,28
WASICZKO,28
WASYLAK,28
WASYLKA,28
WATTS,28
WAWRZEŃCZUK,28
WAWRZYSZCZUK,28
WECHOWSKA,28
WEINBERG,28
WEŁMIŃSKA,28
WENCLIK,28
WENIGER,28
WENSŁAW,28
WENTLANT,28
WERENCZAK,28
WESSELY,28
WĘDKOWSKA,28
WĘDROCHA,28
WIADUCH,28
WICKIEWICZ,28
WIDONIAK,28
WIEJATA,28
WIEJEK,28
WIESCHOLLEK,28
WIKARY,28
WILKUTOWSKA,28
WILLAMOWICZ,28
WILLIS,28
WILMS,28
WILNIEWICZ,28
WINCKOWSKA,28
WINCZARUK,28
WIRSZEWSKA,28
WITANA,28
WITRUSZYŃSKA,28
WITSCHENBACH,28
WIZEMBERG,28
WŁADZIMIRUK,28
WŁAS,28
WNENCZAK,28
WNĘT,28
WOJACKA,28
WOJCIESZENKO,28
WOJNAREK,28
WOJTASZYN,28
WOŁKANIEC,28
WONTROBA,28
WOODS,28
WORM,28
WOROŻBIT,28
WORSOWICZ,28
WOSCHEK,28
WROŃSKI,28
WYBITUŁA,28
WYCZAŁEK,28
WYDZIAŁKIEWICZ,28
WYGOWSKA,28
WYKUSZ,28
WYLECIOŁ,28
WYPŁATA,28
WYTRZĘŚ,28
WYŹLIC,28
YATSYSHYN,28
YOUNES,28
YUAN,28
ZABARYŁO,28
ZACHMIELEWSKA,28
ZADRUŻNA,28
ZADUROWICZ,28
ZAGOŃSKA,28
ZAGRANICZNA,28
ZALASIK,28
ZALECIŁO,28
ZALEPIŃSKA,28
ZAŁOŻYŃSKA,28
ZAMAJTYS,28
ZAMOŚCIK,28
ZAMOŻNIAK,28
ZAMYŁKA,28
ZAPĘCKA,28
ZARZYCZNY,28
ZATOWSKA,28
ZAWIERSKA,28
ZBYTNIK,28
ZDĄBŁASZ,28
ZDEBKO,28
ZELBA,28
ZELMOZER,28
ZEMBOLD,28
ZESZUT,28
ZGOBIK,28
ZGOLIK,28
ZGÓRNIAK,28
ZGRYZEK,28
ZGRZEBSKA,28
ZIARNIECKA,28
ZIEMIACKA,28
ZIMKIEWICZ,28
ZIŃSKA,28
ZMITRUK,28
ZNORKO,28
ZORCZYKOWSKA,28
ZORSKA,28
ZOZWOREK,28
ZUBRZYŃSKA,28
ZUWALD,28
ZWIÓR,28
ZYCHA,28
ZYTKE,28
ŻADKOWSKA,28
ŻALEK,28
ŻĄDECKA,28
ŻDŻYŁOWSKA,28
ŻEKAŁO,28
ŻELEM,28
ŻELISŁAWSKA,28
ŻEMOJDA,28
ŻEMOJDUK,28
ŻŁÓB,28
ŻONTOŁW,28
ŻUCHIŃSKA,28
ŻUŻEWICZ,28
ŻWIEREŁŁO,28
ŻYCZKO,28
ŻYGAŁO,28
ŻYMIERSKA,28
ŻYSKA,28
ABŁAŻEJ,27
ACKIEWICZ,27
ADAMKA,27
ADELMAN,27
AJCHENLAUB,27
AKIER,27
ALAM,27
ALBERTOWICZ,27
ALIEKSIEIEVA,27
ALTHAUS,27
ALWAS,27
AMBROSIUS,27
AMBROŻEJCZYK,27
AMMER,27
ANCIPIUK,27
ANCYPO,27
ANDYSZ,27
ANDZELAK,27
ANGLISZ,27
ANIELCZYK,27
ANIKIEWICZ,27
ANTHONY,27
ARDASIŃSKA,27
ARENS,27
BACHLEDA-KUBAŃSKA,27
BACKA,27
BACZULIS,27
BAKOŃSKA,27
BAKULSKA,27
BALKO,27
BALSIEWICZ,27
BAŁAŻAK,27
BAŁDAN,27
BAŁTAROWICZ,27
BAŁTRUSZEWICZ,27
BANDAREK,27
BANDKOWSKA,27
BANDZMER,27
BARCZENTEWICZ,27
BARGANOWSKA,27
BARGIELEWICZ,27
BARWIN,27
BARZENC,27
BASICZ,27
BASIEL,27
BASZNICA,27
BAZACZEK,27
BEKIELEWSKA,27
BEKULARD,27
BENDUCKA,27
BENKIE,27
BENTLEWSKA,27
BERCZUK,27
BERECHOWSKA,27
BEREJOWSKA,27
BEREZOWIEC,27
BERNAŚKIEWICZ,27
BERSIŃSKA,27
BESIA,27
BESTYŃSKA,27
BIAŁYNICKA-BIRULA,27
BIDACHA,27
BIEGESZ,27
BIELANIN,27
BIEŁANOWICZ,27
BIERNIKIEWICZ,27
BIERZUŃSKA,27
BIEŻYCA,27
BILICA,27
BILINIAK,27
BILSZTA,27
BISIKIERSKA,27
BLAHUT,27
BLASIAK,27
BLOZIK,27
BŁĘDOS,27
BOCHULA,27
BODEL,27
BOGAŁA,27
BOJA,27
BOKŁA,27
BOKOWA,27
BOKSZA,27
BOLDYS,27
BOŁTRUKANIS,27
BONCEL,27
BONDIA,27
BONDZIOR,27
BONEWICZ,27
BONIFACY,27
BONSZ,27
BOOS,27
BORSUKOWSKA,27
BOSIANEK,27
BOSZCZAR,27
BOTWICZ,27
BOŻOMAŃSKA,27
BRASEWICZ,27
BRASIŃSKA,27
BRATKE,27
BRAŻUK,27
BREAK,27
BRENDOWSKA,27
BRĘCZ,27
BROMILSKA,27
BROMKE,27
BROMSKA,27
BROSOWSKA,27
BROSZCZAKOWSKA,27
BRUDAK,27
BRUSTMAN,27
BRUSZNIEWSKA,27
BRYLANT,27
BRZAZGOŃ,27
BRZDĄKIEWICZ,27
BUBLEJ,27
BUCIUTO,27
BUDARCZYK,27
BUDIS,27
BUDZBON,27
BUDZKA,27
BUGLIŃSKA,27
BUHAI,27
BUKALAK,27
BUKAROWICZ,27
BUKWAŚ,27
BULBAK,27
BURASIEWICZ,27
BURBEŁO,27
BURGLIN,27
BURJAN,27
BURKHARDT,27
BURKWICZ,27
BURNY,27
BUSCHKE,27
BUSSEK,27
BUTRYŃSKA,27
BYDOŃ,27
BYNER,27
CEBRZYŃSKA,27
CELIGOWSKA,27
CENIAN,27
CENKER,27
CEYZA,27
CHAJKO,27
CHAJSKA,27
CHARLES,27
CHASZCZYŃSKA,27
CHEBES,27
CHEJMANOWSKA,27
CHELIS,27
CHEŁMIK,27
CHERBEĆ,27
CHĘTKA,27
CHOŁOMEK,27
CHOMIAKOWSKA,27
CHORĄŻKIEWICZ,27
CHOREŃ,27
CHORUŻYK,27
CHORZYŃSKA,27
CHRZEŚCJAN,27
CHURSA,27
CHWAŁCZYK,27
CHWESEWICZ,27
CHWIN,27
CHYRCHAŁA,27
CHYZA,27
CIELONTKO,27
CIEMIEWSKA,27
CIEPAJ,27
CIESIULEWICZ,27
CIĘŻYK,27
CIUDZIŃSKA,27
CONDER,27
CORNIK,27
CROSS,27
CUI,27
CWENARKIEWICZ,27
CYCYK,27
CYNDLER,27
CYNTLER,27
CYPIONKA,27
CZAHAJDA,27
CZAJDA,27
CZAPARA,27
CZARAMAGA,27
CZARZASTY,27
CZECZURA,27
CZEKURŁAN,27
CZEREPKOWSKA,27
CZERNIŁO,27
CZERNOHORSKA,27
CZEROBSKA,27
CZERPIŃSKA,27
CZERWENKA,27
CZĘSTKOWSKA,27
CZIOMMER,27
CZOŁKOS,27
CZUCHARSKA,27
CZUCZAK,27
CZUPIŃSKA,27
CZUPOWSKA,27
CZWARKIEL,27
CZWOŁEK,27
CZYWIL,27
ĆWICZYŃSKA,27
ĆWILICH,27
ÇIÇEK,27
DACIO,27
DAJWŁOWSKA,27
DANIELLO,27
DANNHEISIG,27
DANYLOVA,27
DAPCZYŃSKA,27
DAUER,27
DAWSON,27
DĄBER,27
DĄBROSIAK,27
DEGEN,27
DEJNAKOWSKA,27
DEJNOWSKA,27
DEMBICZ,27
DEMURAT,27
DEMZAŁA,27
DENEK,27
DEPIAK,27
DEPKA PRONDZINSKA,27
DEREGA,27
DĘBOSKA,27
DIUWE,27
DMYTRUSZYŃSKA,27
DOBRZENIEWSKA,27
DOBUCH,27
DODAK,27
DODEK,27
DOJAS,27
DOŁEK,27
DOMZAŁA,27
DRAPISZ,27
DREJSKA,27
DREWELUS,27
DREWIECKA,27
DREWNIKOWSKA,27
DROBINOGA,27
DROBYK,27
DROJMA,27
DRÓŻYŃSKA,27
DRUZIŃSKA,27
DRUŻYCKA,27
DRYŁA,27
DRYNIA,27
DRZEWAKOWSKA,27
DRZEWNIAK,27
DUBOJSKA,27
DUCHOŃ,27
DUCZEMIŃSKA,27
DUDIAK,27
DULAŃSKA,27
DULJASZ,27
DURLACH,27
DUSEK,27
DYBUŚ,27
DYDLIŃSKA,27
DYNEL,27
DYSZKA,27
DZIADKOWIAK,27
DZIĄŻAK,27
DZIEDOWICZ,27
DZIEMBAJ,27
DZIEMIESZONEK,27
DZIERKACZ,27
DZIĘDZIURKO,27
DZIÓBCZYŃSKA,27
DZIUMAKOWSKA,27
DZIURBAN,27
DZIURLIK,27
DŻEGAN,27
EFLER,27
EIFLER,27
EIZENCHART,27
EJZA,27
EKLER,27
ELEGAŃCZYK,27
ELICKA,27
ELMAN,27
ERDT,27
ERENS,27
ETMANOWICZ,27
FABISZCZAK,27
FACH,27
FAIŃSKA,27
FAJOK,27
FALAROWSKA,27
FALBAGOWSKA,27
FALENCIKOWSKA,27
FAŁTYN,27
FAMULOK,27
FANTY,27
FARALISZ,27
FECZAN,27
FEDERSKA,27
FEDOROVYCH,27
FEDOWSKA,27
FEDZIN,27
FERA,27
FERCOWICZ,27
FIGAŚ,27
FILAŃSKA,27
FILIPOVA,27
FIŁONCZUK,27
FIM,27
FISZKA BORZYSZKOWSKA,27
FLESIŃSKA,27
FLORASZEK,27
FOEDKE,27
FOŁTARZ,27
FORTULAŃSKA,27
FOT,27
FRAJBERG,27
FRANDZELSKA,27
FRĄCISZ,27
FREEMAN,27
FRIK,27
FRISZ,27
FROCHLICH,27
FRONCZUK,27
FUGAT,27
FULTYN,27
FUNDA,27
FUSSEK,27
GABINIEWICZ,27
GABIUCH,27
GABRYLEWSKA,27
GADUŁA,27
GALOCZ,27
GANDZIAREK,27
GANZEL,27
GARBAR,27
GARBUŚ,27
GASICIEL,27
GAWAN,27
GAWRYŁOWICZ,27
GAWRZYAŁ,27
GĄSIENICA-GROŃ,27
GEMBORA,27
GIERCZAKOWSKA,27
GIERCZYNA,27
GIERYN,27
GIEWARTOWSKA,27
GILERT,27
GILLERT,27
GINC,27
GISDER,27
GIURG,27
GLEINDEK,27
GLICZYŃSKA,27
GLIER,27
GLOK,27
GLUBOWSKA,27
GŁADZISZEWSKA,27
GŁUSZEWSKA,27
GNIDZIEJKO,27
GOBIEC,27
GOCHNIAK,27
GODOŚ,27
GOHL,27
GOJTKA,27
GOLEMAN,27
GOLETZ,27
GOLMANOWSKA,27
GOŁAJEWSKA,27
GOŁDYŚ,27
GONCIAREK,27
GONDECKA,27
GONDOROWICZ,27
GORĄCZYŃSKA,27
GOROCH,27
GOROSZKIEWICZ,27
GOŚCINIEC,27
GOTOWA,27
GOZDÓR,27
GRAFFUNDER,27
GRAFIK,27
GRAMULA,27
GRANIECZNA,27
GRĄZIOWSKA,27
GRECZEL,27
GREGORY,27
GREJCIUN,27
GRENDZIŃSKA,27
GRENIUCH,27
GROMOW,27
GROMÓŁ,27
GRONDOWSKA,27
GRONDZKA,27
GRUCHOCKA,27
GRUNDT,27
GRYGER,27
GRYNING,27
GRYSZPIŃSKA,27
GRZEGÓŁKOWSKA,27
GRZYMYSŁAWSKA,27
GURAWSKA,27
GURLAGA,27
GUSMAN,27
GUŚCIARA,27
GUŚLIŃSKA,27
GUWER,27
HABROS,27
HADAMIEC,27
HADAR,27
HADELKO,27
HAIMANN,27
HAJDUCZKA,27
HALENIUK,27
HALISTA,27
HALISZ,27
HAŁUPCZOK,27
HAMDI,27
HAMMOND,27
HANDRYSIK,27
HARASIEWICZ,27
HARASIMUK,27
HARASYMCZUK,27
HARAŹNY,27
HAREL,27
HARMS,27
HAROŃSKA,27
HARSCHE,27
HARTKA,27
HARYK,27
HARZOWSKA,27
HAWRYLICZ,27
HAWRYŁA,27
HEIMEL,27
HEINCE,27
HEJŁA,27
HEJOSZ,27
HELBERT,27
HELEGDA,27
HEMPOWICZ,27
HENECZKOWSKA,27
HERHOLZ,27
HERMET,27
HERÓDZIŃSKA,27
HEUCHERT,27
HIEROPOLITAŃSKA,27
HLUSHKO,27
HOJDEM,27
HOJDUS,27
HOLINKO,27
HOŁOBUT,27
HOŁOZUBIEC,27
HOŁUBICZKO,27
HONCEK,27
HONOROWICZ,27
HORCZYK,27
HORISZNA,27
HOROSZCZUK,27
HOROSZEWICZ,27
HORVAT,27
HOY,27
HRUZD,27
HRYCEK,27
HRYNCHUK,27
HUMEL,27
HUPPERT,27
HUSZAŁ,27
HUTOROWICZ,27
HUZAKOWSKA,27
HYLICKA,27
HYRCZA,27
IBER,27
ICHNIOWSKA,27
ICIASZCZYK,27
IDZIAKOWSKA,27
IGAŁOWICZ,27
IGNACIAK,27
IKAS,27
IMIELCZYK,27
INDRYCHOWSKA,27
INSIAK,27
ISAKIEWICZ,27
ISRAILOVA,27
IWACYK,27
IWANOCZKO,27
IWASYSZYN,27
IŻYŁOWSKA,27
IŻYNIEC,27
JAGUCAK,27
JAKONIAK,27
JAKUBCZYŃSKA,27
JAKUCKA,27
JAŁMUŻNIAK,27
JAMBOREK,27
JANICZUK,27
JANUCHTOWSKA,27
JANULEWSKA,27
JAPOŁ,27
JARANTEWICZ,27
JARMOCEWICZ,27
JARMOŁKIEWICZ,27
JAROLIM,27
JARUSZKIEWICZ,27
JASIONKOWSKA,27
JASIOTA,27
JASUBA,27
JAZIEWICZ,27
JECHURA,27
JEDE,27
JEDNORALSKA,27
JEMCZURA,27
JEMILIANOWICZ,27
JENDRYSZCZYK,27
JENDRZEJOWSKA,27
JENERALCZUK,27
JENNINGS,27
JEROZALSKA,27
JERZABEK,27
JEZIURSKA,27
JĘDRASZKA,27
JĘDRUSZKIEWICZ,27
JĘZIOŁOWSKA,27
JOACHIMCZYK,27
JODKIEWICZ,27
JÓRKOWSKA,27
JÓZEFSKA,27
JÓŹWIKIEWICZ,27
JUNK,27
JURACKA,27
JURASZYK,27
JURDYGA,27
JURKANIS,27
JUŻYNIEC,27
KACEWICZ,27
KACMAJOR,27
KAISIG,27
KAJETANEK,27
KALETYŃSKA,27
KALISZER,27
KAŁWIK,27
KAMANN,27
KAMASZYN,27
KAMZURSKA,27
KANDEL,27
KANONIUK,27
KANTYPOWICZ,27
KAPELARZ,27
KAPUŁKA,27
KARAKIEWICZ,27
KARGOWSKA,27
KARMELSKA,27
KARNAWALSKA,27
KARTASIEWICZ,27
KASPEREC,27
KASPEROWSKA,27
KASTER,27
KASZTEL,27
KAULA,27
KAWUREK,27
KAZIMIROWICZ,27
KAŻARNOWICZ,27
KEMPE,27
KENIK,27
KICOL,27
KICYK,27
KIEDEL,27
KIEŁPINSKA,27
KIERKUŚ,27
KIERWIAK,27
KIRKUĆ,27
KIRSZANOWSKA,27
KIWILSZO,27
KLEINDIENST,27
KLEMENC,27
KLIKIEWICZ,27
KLOBUCH,27
KLUCZOWSKA,27
KLUSKO,27
KŁOBUTOWSKA,27
KNITEL,27
KOBIAŁKOWSKA,27
KOBIELNIK,27
KOBIŚ,27
KOCIOŁCZYK,27
KOCIUBSKA,27
KODUR,27
KOJACZ,27
KOKIEL,27
KOLAJA,27
KOLOUSZEK,27
KOLUŚNIEWSKA,27
KOŁODZIEŻNA,27
KOŁOMAK,27
KOMACHA,27
KOMACKA,27
KOMCZYŃSKA,27
KOMENDECKA,27
KONKOŁOWICZ,27
KONSTANKIEWICZ,27
KONSTAŃCIUK,27
KOPERNA,27
KOPIEJEK,27
KORKOSZYŃSKA,27
KORNIOWSKA,27
KOROPCZAK,27
KOROZA,27
KORPULIŃSKA,27
KORSZUŃ,27
KORZĄTKOWSKA,27
KORZH,27
KORZIUK,27
KORŻAN,27
KOSENTKA,27
KOSIŁKO,27
KOSSIŃSKA,27
KOSTANTA,27
KOSTAREK,27
KOSTARZ,27
KOSTRZON,27
KOSUB,27
KOSYŁA,27
KOŚNIC,27
KOTEJA,27
KOTTERBA,27
KOZDRUŃ,27
KOZLIK,27
KOZOŚWIST,27
KREJDYNER,27
KREPA,27
KRIBUS,27
KRINKE,27
KROJNIAK,27
KROMRAJ,27
KRYJEWSKA,27
KRYSZCZUNAS,27
KRZĄCZKOWSKA,27
